geo_point_2d;geo_shape;id_tempo30;regime;regimenr;name;umdatum;umjahr
47.57017191795167, 7.633068980633228;"{""coordinates"": [[[7.632245267134123, 47.570743309550025], [7.632465782399194, 47.570853412226306], [7.633217466945558, 47.57021580904572], [7.633333131321536, 47.570115677654464], [7.633667811806639, 47.56981052773375], [7.633763999274172, 47.56967234918448], [7.633816352182544, 47.56956518238953], [7.63382601577173, 47.5695403975276], [7.633534803397315, 47.569495458239444], [7.633482536952408, 47.569626422102985], [7.633452858205855, 47.569683581787885], [7.633389770519017, 47.569737226859246], [7.633316248343037, 47.56982301485043], [7.633114608126581, 47.569972071734426], [7.632974444639822, 47.5701031911392], [7.632245267134123, 47.570743309550025]]], ""type"": ""Polygon""}";155;Tempo 30-Strecke zeitlich beschränkt;82;Rauracherstrasse;;2018
47.553444742604114, 7.574606410936722;"{""coordinates"": [[[7.572715545100072, 47.55309898226147], [7.572633776738535, 47.553285102785665], [7.574041801880196, 47.55344102902912], [7.574277522177345, 47.55349371027375], [7.576390787409612, 47.553838346691144], [7.576527275510309, 47.55365612508732], [7.575359714904248, 47.5534385741083], [7.574290676641638, 47.55325897630434], [7.572715545100072, 47.55309898226147]]], ""type"": ""Polygon""}";161;Tempo 30-Zone;26;Weiherweg;2019-07-04 00:00:00;2019
47.578292384236086, 7.590100302470868;;163;Tempo 30-Zone;44;Kleinhüningerstrasse;2019-12-05 00:00:00;2019
47.54581776579463, 7.566769434545729;"{""coordinates"": [[[7.565239191985591, 47.54681182647566], [7.565715385512526, 47.54657350473227], [7.566272834108026, 47.54633154859577], [7.567219619648426, 47.54600944054743], [7.567927662776933, 47.545839485256785], [7.568996558768371, 47.5456222473989], [7.56928684185687, 47.54556960588765], [7.569387179269776, 47.54551357921582], [7.569201551330057, 47.545058693561614], [7.566645662998454, 47.54543928247136], [7.564770487915944, 47.54573283077437], [7.564832740253793, 47.546051034774294], [7.564926299263199, 47.54660419383657], [7.565065121024483, 47.54664743839215], [7.565239191985591, 47.54681182647566]]], ""type"": ""Polygon""}";165;Tempo 30-Zone;20;Holeestrasse;2020-11-04 00:00:00;2020
47.570126844157606, 7.573679200895585;"{""coordinates"": [[[7.572948388184797, 47.5700956212337], [7.573187215776746, 47.57018172142915], [7.573253917838175, 47.56994535333891], [7.573613025091895, 47.570130550166326], [7.574088666422739, 47.57050834533327], [7.574599553175207, 47.570857938205904], [7.574712030117535, 47.5708190622751], [7.573749116617612, 47.56999714216838], [7.573625040792442, 47.56977365773824], [7.573173065463026, 47.569602247452295], [7.572948388184797, 47.5700956212337]]], ""type"": ""Polygon""}";166;Tempo 30-Zone;35;Vogesenplatz;2015-04-17 00:00:00;2015
47.54498192034983, 7.586916538112003;"{""coordinates"": [[[7.5903174979355, 47.5442709995619], [7.589577174058189, 47.54337763786278], [7.583453032942179, 47.54571716119049], [7.58433890363864, 47.546563135114354], [7.586797030262575, 47.5456207271475], [7.5903174979355, 47.5442709995619]]], ""type"": ""Polygon""}";8;Tempo 30-Zone;6C;Sempach;1998-03-31 00:00:00;1998
47.545665781686004, 7.581145030311051;"{""coordinates"": [[[7.58407955614396, 47.54690938620349], [7.581267667625864, 47.5442339050341], [7.581117586772363, 47.544185099494875], [7.578625681400823, 47.54425816200133], [7.578903354501053, 47.5453895503029], [7.578945575491357, 47.545478232013274], [7.578996478306997, 47.54556479871199], [7.579055822894007, 47.545648872938635], [7.579123342579168, 47.54573005927618], [7.579198744234801, 47.54580800730708], [7.579281694853198, 47.545882357667324], [7.579371795074111, 47.54595277805369], [7.579468672143808, 47.546018954118296], [7.579571873648637, 47.54608058959703], [7.579680933931445, 47.546137406229946], [7.581675356341082, 47.546971935906306], [7.581844671135082, 47.54703221108701], [7.582018128918725, 47.54708683284013], [7.582195304260408, 47.547135684752284], [7.582375771698739, 47.54717864141869], [7.582559105863845, 47.547215613411616], [7.582744881381414, 47.54724651130595], [7.582932659638091, 47.547271263682845], [7.583149839203253, 47.54727798278844], [7.58407955614396, 47.54690938620349]]], ""type"": ""Polygon""}";10;Tempo 30-Zone;6A;Dachsfeld;1998-09-18 00:00:00;1998
47.56017861279885, 7.6011894746216635;"{""coordinates"": [[[7.603799494236325, 47.56100588117387], [7.603952761485256, 47.55976622048236], [7.60418921828744, 47.55978064339608], [7.604376801648191, 47.55894633422041], [7.602404484322715, 47.558867793273485], [7.602226383964212, 47.55886548028612], [7.60054148737503, 47.55898834993861], [7.599890927459129, 47.55907812819151], [7.598932476541565, 47.559235195144396], [7.598918565142396, 47.55928378940693], [7.598895986213968, 47.55933085766141], [7.598865043249633, 47.5593757069684], [7.59882622578746, 47.55941765312501], [7.598780116540034, 47.559456065761594], [7.598727404654893, 47.55949035933052], [7.598668885849769, 47.55952003807498], [7.598605422363685, 47.5595446331288], [7.598538009632628, 47.559563783368766], [7.598467616740416, 47.55957719965959], [7.598395345938534, 47.559584691616415], [7.598029466311965, 47.56049624806979], [7.598604597445208, 47.560843481025245], [7.599830063806659, 47.56174111032341], [7.600311205211589, 47.56208171039031], [7.600674442381004, 47.561832223665576], [7.600821779202359, 47.561742702031644], [7.600975735301556, 47.561658441304424], [7.601135912733981, 47.561579657862325], [7.601301873757166, 47.56150658612789], [7.601473180473123, 47.56143940656325], [7.601649381704909, 47.561378299650855], [7.601829999626717, 47.56132341893136], [7.602581425648662, 47.56107969534014], [7.602807382923671, 47.56090138237368], [7.603047221343392, 47.56095095032585], [7.603799494236325, 47.56100588117387]]], ""type"": ""Polygon""}";14;Tempo 30-Zone;14B;Wettstein;2002-03-12 00:00:00;2002
47.54980487793603, 7.578219111782085;"{""coordinates"": [[[7.575267879475561, 47.55073820157499], [7.575316211221612, 47.5509106630523], [7.57571220076423, 47.55120705494856], [7.575980726331983, 47.55123921542723], [7.576250881595487, 47.55126441219847], [7.576522254534417, 47.55128260976315], [7.576794459718627, 47.55129378158807], [7.577067085170341, 47.55129791016901], [7.577339758811453, 47.551294995945355], [7.577612068686519, 47.55128503041397], [7.577883616195347, 47.551268032040674], [7.578153989454504, 47.55124401931093], [7.57842281650692, 47.551213037647265], [7.578689698829225, 47.55117513250755], [7.578954264494327, 47.551130358315], [7.579216101772754, 47.55107878753143], [7.579474852054617, 47.5510204835642], [7.579730116928961, 47.55095552785947], [7.579981524655077, 47.550884037809126], [7.580228729949139, 47.55080608580707], [7.580471347871181, 47.550721816247844], [7.580709046507851, 47.550631328495406], [7.5809414675041, 47.55053476691682], [7.582535247996764, 47.54992352872356], [7.582341725655017, 47.54977675553214], [7.582570743666415, 47.549662135380174], [7.582495860431899, 47.54960792352021], [7.58241425472702, 47.5495583516865], [7.582326591750021, 47.54951378778915], [7.582233510050155, 47.54947457279073], [7.582135727777473, 47.54944101158218], [7.58203398949836, 47.549413355060956], [7.581929066244786, 47.54939181811924], [7.581821782035457, 47.54937656162397], [7.581712934196243, 47.54936770150895], [7.581603359806421, 47.54936531768696], [7.581493882467229, 47.549369418140394], [7.581385365512284, 47.549379965837396], [7.581278632328193, 47.549396887823015], [7.581174466307841, 47.54942005723152], [7.581073703840977, 47.54944929317279], [7.580977088213683, 47.549484369903986], [7.580108712552232, 47.54973045275142], [7.580036278532421, 47.54972236530067], [7.579635938283689, 47.54895509819412], [7.579284954758306, 47.548579816910895], [7.576711563894358, 47.54765842426002], [7.576529346670346, 47.54786804160731], [7.576447394827332, 47.54809318933445], [7.576027425264295, 47.54904928064154], [7.575821060779575, 47.549464972133514], [7.575267879475561, 47.55073820157499]]], ""type"": ""Polygon""}";19;Tempo 30-Zone;8F;Bachletten;2002-12-18 00:00:00;2002
47.55223047250733, 7.581596301082918;"{""coordinates"": [[[7.577504382410083, 47.55314575790824], [7.579494981913352, 47.55449942855993], [7.584191661836666, 47.55248984456174], [7.586288605022491, 47.55182283008896], [7.586521424597721, 47.55168966127434], [7.585796865987686, 47.55153278297216], [7.585416346841095, 47.55151664231156], [7.58547728836756, 47.551358770208665], [7.58556285759216, 47.55123409893313], [7.582982951690145, 47.55029054094377], [7.582773859202363, 47.5501247120175], [7.58147423378069, 47.55061628230613], [7.580775579785604, 47.550957630631686], [7.580500533757894, 47.55108201643505], [7.580230987330681, 47.551211809136504], [7.579967179276303, 47.55134689156551], [7.579709321805892, 47.551487146584876], [7.579457640423296, 47.55163245704253], [7.579212360616899, 47.551782696793666], [7.578973681313954, 47.551937739726085], [7.578741814711118, 47.55209745071874], [7.57851695970516, 47.55226168567326], [7.578299301963423, 47.552430318494764], [7.578089053637308, 47.55260318708199], [7.577886360508961, 47.55278014740051], [7.577691408223314, 47.55296105536807], [7.577504382410083, 47.55314575790824]]], ""type"": ""Polygon""}";20;Tempo 30-Zone;3E;Feierabend;2002-04-25 00:00:00;2002
47.55433693035543, 7.583100132968936;"{""coordinates"": [[[7.579693685392107, 47.554642584521545], [7.581314132356471, 47.556110216399716], [7.582384500924245, 47.555840483617665], [7.583623444298934, 47.55555711272176], [7.583682805207025, 47.55550336426155], [7.5836727217753, 47.55544969319163], [7.583950131786455, 47.555348698825014], [7.58398900074679, 47.55538105480417], [7.58403447450898, 47.55540917547613], [7.584085568268335, 47.55543245048779], [7.584141177960411, 47.55545038655437], [7.584200080163831, 47.555462571485165], [7.584260998750548, 47.555468755044615], [7.584322604740743, 47.55546879499065], [7.584383529688743, 47.55546269303305], [7.584442471921657, 47.55545057671308], [7.584498130186871, 47.5554327264678], [7.584549296457264, 47.5554095035633], [7.584594856178184, 47.55538144003133], [7.585977033373826, 47.55309815994465], [7.585449568584364, 47.55233722607048], [7.584597301959772, 47.55256644973565], [7.58433877377009, 47.55264844536963], [7.582199108141569, 47.55355029452303], [7.581902013333679, 47.553705001600015], [7.579693685392107, 47.554642584521545]]], ""type"": ""Polygon""}";22;Tempo 30-Zone;3D;Leonhard;2002-04-09 00:00:00;2002
47.565823405773, 7.579158053436716;"{""coordinates"": [[[7.57429986865587, 47.56539151519613], [7.574264861399614, 47.56543621862977], [7.577088612205142, 47.56702810491824], [7.577301922103645, 47.56717189459352], [7.579991241888149, 47.568343189051674], [7.581216287233457, 47.56704534637522], [7.581281369346124, 47.56687905423401], [7.581575368777241, 47.566557376330714], [7.581656879867336, 47.566413242275225], [7.582261126985066, 47.56575875641975], [7.582963810867988, 47.56514849340342], [7.582881796633516, 47.56510427390618], [7.583583926964582, 47.56430563443675], [7.582681175666123, 47.563597608163036], [7.580736011232514, 47.565062551477524], [7.579177555462058, 47.564133690303585], [7.57871879103262, 47.56406776075095], [7.577507705296081, 47.56443484823532], [7.575740098312647, 47.56494662162579], [7.57429986865587, 47.56539151519613]]], ""type"": ""Polygon""}";26;Tempo 30-Zone;11F;St. Johann;1997-02-04 00:00:00;1997
47.56820489512307, 7.576514987928056;"{""coordinates"": [[[7.574073508739199, 47.56557158931019], [7.573783864070321, 47.56576044220236], [7.573856979797968, 47.565935141066625], [7.573920479573617, 47.566111559828826], [7.573974282939449, 47.56628944677404], [7.57401829616818, 47.566468559194405], [7.574052465394467, 47.566648654333186], [7.574076750038943, 47.5668294894162], [7.574091122763292, 47.56701080366386], [7.574095556273504, 47.56719235428151], [7.574090036540645, 47.56737388946292], [7.574074589401686, 47.567555157353134], [7.57404922742853, 47.56773591510372], [7.574013976482965, 47.56791591984832], [7.574936996283202, 47.56887085668539], [7.575140647601569, 47.569051463714686], [7.577839198372232, 47.57043718811178], [7.578053002862442, 47.57040800007399], [7.579845108964972, 47.568516224871864], [7.577136420253211, 47.567318616542735], [7.576911513031384, 47.56718143269895], [7.575829841350829, 47.566575059675856], [7.574073508739199, 47.56557158931019]]], ""type"": ""Polygon""}";27;Tempo 30-Zone;11E;Landskron;1996-10-24 00:00:00;1996
47.5684716436276, 7.571212445871942;"{""coordinates"": [[[7.569868049167601, 47.56908595129451], [7.571783402789859, 47.56950411953501], [7.572181184117181, 47.568262967271245], [7.572249661663838, 47.567598470724185], [7.57161748925988, 47.56729411780602], [7.570146809818882, 47.568333081361075], [7.569868049167601, 47.56908595129451]]], ""type"": ""Polygon""}";30;Tempo 30-Zone;11K;Lenzgasse;1997-03-18 00:00:00;1997
47.566505972411825, 7.599519631178488;"{""coordinates"": [[[7.597756683007317, 47.567329827886496], [7.600345996026199, 47.56773696989992], [7.600440825316606, 47.567557386945616], [7.600802291096221, 47.56715448824622], [7.601806497540851, 47.566066628827734], [7.598524481201316, 47.565179497309074], [7.597938430295112, 47.56613127652136], [7.597871972080974, 47.56631738415315], [7.597756683007317, 47.567329827886496]]], ""type"": ""Polygon""}";41;Tempo 30-Zone;16A;Rosental;2000-10-21 00:00:00;2000
47.57093388866663, 7.596665536947542;"{""coordinates"": [[[7.595253858415848, 47.57102868244219], [7.597553281182359, 47.57191682640608], [7.59773353395652, 47.57187758386374], [7.597440529350502, 47.57050054605562], [7.597423189805833, 47.569970013804735], [7.595244959185906, 47.570667930534285], [7.595253858415848, 47.57102868244219]]], ""type"": ""Polygon""}";42;Tempo 30-Zone;18E;Efringer;1998-12-22 00:00:00;1998
47.57805070381117, 7.593158010268775;"{""coordinates"": [[[7.592942317928273, 47.58058869379747], [7.593273612842975, 47.58030129422626], [7.593621698878054, 47.57987900243795], [7.593986082947882, 47.57934982513324], [7.594921209411346, 47.57781618982492], [7.592953450139501, 47.57603024020962], [7.591857461868421, 47.576633470285806], [7.591508349450021, 47.576690165989014], [7.591726341459968, 47.57730857239593], [7.592531644954632, 47.579481217835266], [7.592875092808833, 47.580346934308906], [7.592942317928273, 47.58058869379747]]], ""type"": ""Polygon""}";45;Tempo 30-Zone;18C;Wiesendamm;1997-02-04 00:00:00;1997
47.58338489163251, 7.592245419412354;"{""coordinates"": [[[7.590314061592362, 47.582357021052815], [7.590662733932038, 47.58342510241564], [7.590762042903078, 47.58362532437015], [7.591047280984747, 47.584100787709616], [7.59119610836329, 47.58434268401601], [7.59169152503034, 47.58491805966292], [7.592604988418713, 47.584900164860976], [7.592641950564867, 47.58487506875252], [7.593617478034716, 47.58499898567399], [7.593691050976533, 47.584823574775555], [7.593776416836656, 47.5844478057107], [7.593775472772307, 47.584113881920864], [7.593687360657225, 47.58352128184765], [7.593637070319439, 47.58320412476215], [7.593499746934075, 47.582678376612904], [7.593412716352073, 47.58246143941524], [7.593126571939131, 47.58167713176133], [7.593077616267093, 47.58160816133514], [7.592300201992066, 47.581911986825226], [7.591952589776602, 47.58199848669898], [7.590314061592362, 47.582357021052815]]], ""type"": ""Polygon""}";46;Tempo 30-Zone;19A;Dorfstrasse;1997-06-27 00:00:00;1997
47.56663982712366, 7.615187187746902;"{""coordinates"": [[[7.615612444838608, 47.56950662035977], [7.616913892511354, 47.57020008222772], [7.616995662252328, 47.570096727380815], [7.617745909718504, 47.56915716448908], [7.617899792876361, 47.56899345822552], [7.618130105163607, 47.56879557482901], [7.61838232880308, 47.56863302937323], [7.618791513619971, 47.56837797425239], [7.619200368660475, 47.56814443110825], [7.61946556571597, 47.567973031311816], [7.619626225628625, 47.56783915326229], [7.619804479002184, 47.567709159875164], [7.62003041972551, 47.56749949763433], [7.620151991374116, 47.567360742163174], [7.620541415783436, 47.56686550755468], [7.614705986622424, 47.56405510935153], [7.614790256574743, 47.56396200488085], [7.614081003114777, 47.563662721308816], [7.613572965301826, 47.56347039039575], [7.612874545718726, 47.5632497242048], [7.612692923875335, 47.56337012486486], [7.612518385549031, 47.563495209379255], [7.612351169395358, 47.56362481553649], [7.612191540477932, 47.563758727123506], [7.612039750669281, 47.56389675492807], [7.611896025157933, 47.56403867380254], [7.611760562623516, 47.56418427662564], [7.611633601558768, 47.56433333822869], [7.611515300766236, 47.564485642554374], [7.61140585883195, 47.56464094650396], [7.611305447802448, 47.56479901601052], [7.611214186578806, 47.56495961708446], [7.611132247220153, 47.5651225156558], [7.611059761811059, 47.565287441737134], [7.610460269990353, 47.56670844323289], [7.611125411533055, 47.5669705350944], [7.611865084997179, 47.56739300496768], [7.613468314274034, 47.56832132299724], [7.615406423346092, 47.56938681337742], [7.615612444838608, 47.56950662035977]]], ""type"": ""Polygon""}";48;Tempo 30-Zone;15C;Hirzbrunnen;2000-12-21 00:00:00;2000
