id_platz;typ;strasse;tarif;anzvelos;anschliess;gedeckt;zugang;infos;cargovelo;bikeride;velospot;geo_point_2d;geo_shape
571;Velos;Schillerstrasse;Gebührenfrei;14;anschliessbar;nein;;;;nein;;47.543693236618104, 7.595595521466167;"{""coordinates"": [7.595595521466167, 47.543693236618104], ""type"": ""Point""}"
574;Velos;Frobenstrasse;Gebührenfrei;11;anschliessbar;nein;;;;nein;;47.54508341578883, 7.586149130433149;"{""coordinates"": [7.586149130433149, 47.54508341578883], ""type"": ""Point""}"
577;Velos;Riehenstrasse;Gebührenfrei;8;anschliessbar;nein;;;;nein;;47.56046945368499, 7.597616241086511;"{""coordinates"": [7.597616241086511, 47.56046945368499], ""type"": ""Point""}"
581;Velos;Barfüsserplatz;Gebührenfrei;25;anschliessbar;nein;;;;nein;;47.55450622124037, 7.589505621237135;"{""coordinates"": [7.589505621237135, 47.55450622124037], ""type"": ""Point""}"
582;Velos;St.Alban-Graben;Gebührenfrei;15;anschliessbar;nein;;;;nein;;47.55421478175456, 7.593663157268447;"{""coordinates"": [7.593663157268447, 47.55421478175456], ""type"": ""Point""}"
595;Velos;Elisabethenstrasse;Gebührenfrei;5;anschliessbar;nein;;;;nein;;47.55229810262123, 7.5911236792657615;"{""coordinates"": [7.591123679265761, 47.55229810262123], ""type"": ""Point""}"
596;Velos;Elisabethenstrasse;Gebührenfrei;6;anschliessbar;nein;;;;nein;;47.552484418954464, 7.591218468102638;"{""coordinates"": [7.591218468102638, 47.552484418954464], ""type"": ""Point""}"
597;Velos;Elisabethenstrasse;Gebührenfrei;8;anschliessbar;nein;;;;nein;;47.551583902018535, 7.590943292466862;"{""coordinates"": [7.590943292466862, 47.551583902018535], ""type"": ""Point""}"
598;Velos;Elisabethenstrasse;Gebührenfrei;8;anschliessbar;nein;;;;nein;;47.55150678443289, 7.5909403624739085;"{""coordinates"": [7.590940362473908, 47.55150678443289], ""type"": ""Point""}"
603;Velos;Kasernenstrasse;Gebührenfrei;20;anschliessbar;nein;;;;nein;;47.56284084241772, 7.591453486305581;"{""coordinates"": [7.591453486305581, 47.56284084241772], ""type"": ""Point""}"
607;Velos;Reichensteinerstrasse;Gebührenfrei;9;anschliessbar;nein;;;;nein;;47.54357743247332, 7.58341888878086;"{""coordinates"": [7.58341888878086, 47.54357743247332], ""type"": ""Point""}"
608;Velos;Gempenstrasse;Gebührenfrei;3;anschliessbar;nein;;;;nein;;47.54461639762254, 7.587033551752355;"{""coordinates"": [7.587033551752355, 47.54461639762254], ""type"": ""Point""}"
611;Velos;Rüdengasse;Gebührenfrei;20;anschliessbar;nein;;;;nein;;47.55685609584387, 7.589067335297598;"{""coordinates"": [7.589067335297598, 47.55685609584387], ""type"": ""Point""}"
612;Velos;Rüdengasse;Gebührenfrei;10;anschliessbar;nein;;;;nein;;47.55681290262905, 7.588945965081775;"{""coordinates"": [7.588945965081775, 47.55681290262905], ""type"": ""Point""}"
619;Velos;Uferstrasse;Gebührenfrei;16;teilweise anschliessbar;nein;;;;nein;;47.57765286551724, 7.5860539340485715;"{""coordinates"": [7.586053934048572, 47.57765286551724], ""type"": ""Point""}"
620;Velos;Uferstrasse;Gebührenfrei;16;teilweise anschliessbar;nein;;;;nein;;47.57800292260278, 7.586035216006144;"{""coordinates"": [7.586035216006144, 47.57800292260278], ""type"": ""Point""}"
621;Velos;Schwarzwaldallee;Gebührenfrei;18;anschliessbar;nein;;;;nein;;47.566204403847195, 7.60782776641452;"{""coordinates"": [7.60782776641452, 47.566204403847195], ""type"": ""Point""}"
622;Velos;Schwarzwaldallee;Gebührenfrei;8;anschliessbar;nein;;;;nein;;47.56690459695819, 7.607221807554676;"{""coordinates"": [7.607221807554676, 47.56690459695819], ""type"": ""Point""}"
623;Velos;Schwarzwaldallee;Gebührenfrei;8;anschliessbar;nein;;;;nein;;47.56686287229686, 7.607254857321386;"{""coordinates"": [7.607254857321386, 47.56686287229686], ""type"": ""Point""}"
624;Velos;Schwarzwaldallee;Gebührenfrei;40;anschliessbar;nein;;;;nein;;47.56826025984978, 7.606007482362518;"{""coordinates"": [7.606007482362518, 47.56826025984978], ""type"": ""Point""}"
626;Velos;Schwarzwaldallee;Gebührenfrei;45;anschliessbar;nein;;;;nein;;47.56823275490903, 7.605877496874951;"{""coordinates"": [7.605877496874951, 47.56823275490903], ""type"": ""Point""}"
629;Velos;Schwarzwaldallee;Gebührenfrei;7;anschliessbar;nein;;;;nein;;47.56078390936653, 7.611199233632442;"{""coordinates"": [7.611199233632442, 47.56078390936653], ""type"": ""Point""}"
630;Velos;Schwarzwaldallee;Gebührenfrei;5;anschliessbar;nein;;;;nein;;47.5600079295906, 7.611563720795862;"{""coordinates"": [7.611563720795862, 47.5600079295906], ""type"": ""Point""}"
638;Velos;Dufourstrasse;Gebührenfrei;16;anschliessbar;nein;;;;nein;;47.553945834305665, 7.594652639300468;"{""coordinates"": [7.594652639300468, 47.553945834305665], ""type"": ""Point""}"
639;Velos;Solothurnerstrasse;Gebührenfrei;16;anschliessbar;nein;;;;nein;;47.54550144617377, 7.591576894295822;"{""coordinates"": [7.591576894295822, 47.54550144617377], ""type"": ""Point""}"
640;Velos;Hochstrasse;Gebührenfrei;18;anschliessbar;nein;;;;nein;;47.545593658185496, 7.591817372615111;"{""coordinates"": [7.591817372615111, 47.545593658185496], ""type"": ""Point""}"
641;Velos;Binningerstrasse;Gebührenfrei;9;anschliessbar;nein;;;;nein;;47.550428915741826, 7.585541088483038;"{""coordinates"": [7.585541088483038, 47.550428915741826], ""type"": ""Point""}"
645;Velos;Petersgasse;Gebührenfrei;14;anschliessbar;nein;;;;nein;;47.5607442072339, 7.586418739647897;"{""coordinates"": [7.586418739647897, 47.5607442072339], ""type"": ""Point""}"
646;Velos;Spiegelgasse;Gebührenfrei;25;teilweise anschliessbar;nein;;;;nein;;47.560424943002765, 7.587024578803802;"{""coordinates"": [7.587024578803802, 47.560424943002765], ""type"": ""Point""}"
648;Velos;Schifflände;Gebührenfrei;30;anschliessbar;nein;;;;nein;;47.55953543415527, 7.58866379043966;"{""coordinates"": [7.58866379043966, 47.55953543415527], ""type"": ""Point""}"
649;Velos;Engelgasse;Gebührenfrei;12;anschliessbar;nein;;;;nein;;47.5498583964921, 7.6006897131919215;"{""coordinates"": [7.600689713191922, 47.5498583964921], ""type"": ""Point""}"
650;Velos;Engelgasse;Gebührenfrei;12;anschliessbar;nein;;;;nein;;47.54978210546445, 7.600797403304378;"{""coordinates"": [7.600797403304378, 47.54978210546445], ""type"": ""Point""}"
654;Velos;Engelgasse;Gebührenfrei;13;anschliessbar;nein;;;;nein;;47.547718855575766, 7.604419616509291;"{""coordinates"": [7.604419616509291, 47.547718855575766], ""type"": ""Point""}"
661;Velos;Binningerstrasse;Gebührenfrei;6;anschliessbar;nein;;;;nein;;47.550753587721054, 7.586098616754742;"{""coordinates"": [7.586098616754742, 47.550753587721054], ""type"": ""Point""}"
665;Velos;Schwarzwaldallee;Gebührenfrei;46;anschliessbar;nein;;;;nein;;47.56691919980092, 7.606463898856674;"{""coordinates"": [7.606463898856674, 47.56691919980092], ""type"": ""Point""}"
670;Velos;Schaffhauserrheinweg;Gebührenfrei;10;anschliessbar;nein;;;;nein;;47.5570480957051, 7.599906279400508;"{""coordinates"": [7.599906279400508, 47.5570480957051], ""type"": ""Point""}"
672;Velos;Belforterstrasse;Gebührenfrei;71;anschliessbar;nein;;;;nein;;47.56339532007624, 7.5574169920870355;"{""coordinates"": [7.557416992087036, 47.56339532007624], ""type"": ""Point""}"
674;Velos;Badweglein;Gebührenfrei;25;teilweise anschliessbar;nein;;;;nein;;47.56352259628423, 7.557957753049631;"{""coordinates"": [7.557957753049631, 47.56352259628423], ""type"": ""Point""}"
677;Velos;Belforterstrasse;Gebührenfrei;12;anschliessbar;nein;;;;nein;;47.56383728584443, 7.557446369494771;"{""coordinates"": [7.557446369494771, 47.56383728584443], ""type"": ""Point""}"
678;Velos;Belforterstrasse;Gebührenfrei;9;anschliessbar;nein;;;;nein;;47.563869392506035, 7.557491406770568;"{""coordinates"": [7.557491406770568, 47.563869392506035], ""type"": ""Point""}"
680;Velos;Belforterstrasse;Gebührenfrei;6;anschliessbar;nein;;;;nein;;47.56395355073519, 7.557566842775304;"{""coordinates"": [7.557566842775304, 47.56395355073519], ""type"": ""Point""}"
681;Velos;Belforterstrasse;Gebührenfrei;6;anschliessbar;nein;;;;nein;;47.56399690288785, 7.557599706990532;"{""coordinates"": [7.557599706990532, 47.56399690288785], ""type"": ""Point""}"
683;Velos;Aeussere Baselstrasse;Gebührenfrei;13;anschliessbar;nein;;;;nein;;47.58251786299377, 7.646697263743462;"{""coordinates"": [7.646697263743462, 47.58251786299377], ""type"": ""Point""}"
687;Velos;Grünpfahlgasse;Gebührenfrei;10;anschliessbar;nein;;;;nein;;47.55668616561454, 7.588195771699753;"{""coordinates"": [7.588195771699753, 47.55668616561454], ""type"": ""Point""}"
689;Velos;Brunngässlein;Gebührenfrei;3;anschliessbar;nein;;;;nein;;47.55273438538082, 7.594208926816089;"{""coordinates"": [7.594208926816089, 47.55273438538082], ""type"": ""Point""}"
692;Velos;Leonhardsgraben;Gebührenfrei;12;anschliessbar;nein;;;;nein;;47.55581564283727, 7.586327488696884;"{""coordinates"": [7.586327488696884, 47.55581564283727], ""type"": ""Point""}"
694;Velos;Allschwilerstrasse;Gebührenfrei;7;anschliessbar;nein;;;;nein;;47.55681224139466, 7.571554863184146;"{""coordinates"": [7.571554863184146, 47.55681224139466], ""type"": ""Point""}"
696;Velos;Allschwilerstrasse;Gebührenfrei;12;anschliessbar;nein;;;;nein;;47.55618024385062, 7.5729047594182175;"{""coordinates"": [7.572904759418218, 47.55618024385062], ""type"": ""Point""}"
697;Velos;Allschwilerstrasse;Gebührenfrei;7;anschliessbar;nein;;;;nein;;47.55613822135625, 7.573484954690252;"{""coordinates"": [7.573484954690252, 47.55613822135625], ""type"": ""Point""}"
700;Velos;Allschwilerstrasse;Gebührenfrei;7;anschliessbar;nein;;;;nein;;47.55586300496481, 7.574769437108697;"{""coordinates"": [7.574769437108697, 47.55586300496481], ""type"": ""Point""}"
702;Velos;Totentanz;Gebührenfrei;23;anschliessbar;nein;;;;nein;;47.56224425640666, 7.585575219433966;"{""coordinates"": [7.585575219433966, 47.56224425640666], ""type"": ""Point""}"
703;Velos;Klosterberg;Gebührenfrei;10;anschliessbar;nein;;;;nein;;47.5520186422478, 7.590184173342212;"{""coordinates"": [7.590184173342212, 47.5520186422478], ""type"": ""Point""}"
705;Velos;Rebgasse;Gebührenfrei;9;anschliessbar;nein;;;;nein;;47.55958175847341, 7.595857088944327;"{""coordinates"": [7.595857088944327, 47.55958175847341], ""type"": ""Point""}"
707;Velos;Fatiostrasse;Gebührenfrei;15;teilweise anschliessbar;nein;;;;nein;;47.56698491101381, 7.579579235952109;"{""coordinates"": [7.579579235952109, 47.56698491101381], ""type"": ""Point""}"
709;Velos;Herrenweg;Gebührenfrei;6;anschliessbar;nein;;;;nein;;47.545567060628905, 7.556926532983863;"{""coordinates"": [7.556926532983863, 47.545567060628905], ""type"": ""Point""}"
712;Velos;Lothringerstrasse;Gebührenfrei;15;anschliessbar;nein;;;;nein;;47.56845699062311, 7.577275131378905;"{""coordinates"": [7.577275131378905, 47.56845699062311], ""type"": ""Point""}"
715;Velos;Klybeckstrasse;Gebührenfrei;9;anschliessbar;nein;;;;nein;;47.567141234130965, 7.590809986426571;"{""coordinates"": [7.590809986426571, 47.567141234130965], ""type"": ""Point""}"
718;Velos;Lautengartenstrasse;Gebührenfrei;8;anschliessbar;nein;;;;nein;;47.55320617961473, 7.595503425250325;"{""coordinates"": [7.595503425250325, 47.55320617961473], ""type"": ""Point""}"
719;Velos;Sternengasse;Gebührenfrei;20;anschliessbar;nein;;;;nein;;47.5521828279978, 7.5931053110188;"{""coordinates"": [7.5931053110188, 47.5521828279978], ""type"": ""Point""}"
723;Velos;Sternengasse;Gebührenfrei;30;anschliessbar;nein;;;;nein;;47.551709893300234, 7.5926488198069215;"{""coordinates"": [7.592648819806922, 47.551709893300234], ""type"": ""Point""}"
724;Velos;Marktplatz;Gebührenfrei;27;anschliessbar;nein;;;;nein;;47.55858297684348, 7.587452907052142;"{""coordinates"": [7.587452907052142, 47.55858297684348], ""type"": ""Point""}"
728;Velos;Neuhausstrasse;Gebührenfrei;6;anschliessbar;nein;;;;nein;;47.58259150116631, 7.592811912909646;"{""coordinates"": [7.592811912909646, 47.58259150116631], ""type"": ""Point""}"
732;Velos;Aeschengraben;Gebührenfrei;14;anschliessbar;nein;;;;nein;;47.55084270199922, 7.593689954472123;"{""coordinates"": [7.593689954472123, 47.55084270199922], ""type"": ""Point""}"
734;Velos;Bruderholzstrasse;Gebührenfrei;13;anschliessbar;nein;;;;nein;;47.540586671030816, 7.591938850256216;"{""coordinates"": [7.591938850256216, 47.540586671030816], ""type"": ""Point""}"
741;Velos/Motorräder;Rauracherstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.57048253858806, 7.6327898939516885;"{""coordinates"": [7.632789893951688, 47.57048253858806], ""type"": ""Point""}"
742;Velos/Motorräder;Maispracherweg;Gebührenfrei;8;teilweise anschliessbar;nein;;;;nein;;47.56390472756965, 7.617601575655171;"{""coordinates"": [7.617601575655171, 47.56390472756965], ""type"": ""Point""}"
748;Velos/Motorräder;Landauerstrasse;Gebührenfrei;6;teilweise anschliessbar;nein;;;;nein;;47.56417493650877, 7.628216003267406;"{""coordinates"": [7.628216003267406, 47.56417493650877], ""type"": ""Point""}"
749;Velos/Motorräder;Binzenstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.56784076232882, 7.619470432849193;"{""coordinates"": [7.619470432849193, 47.56784076232882], ""type"": ""Point""}"
754;Velos/Motorräder;Theodorsgraben;Gebührenfrei;16;teilweise anschliessbar;nein;;;;nein;;47.55786963254784, 7.598066904418318;"{""coordinates"": [7.598066904418318, 47.55786963254784], ""type"": ""Point""}"
755;Velos/Motorräder;Rosengartenweg;Gebührenfrei;8;anschliessbar;nein;;;;nein;;47.55892942772612, 7.60329107511563;"{""coordinates"": [7.60329107511563, 47.55892942772612], ""type"": ""Point""}"
759;Velos/Motorräder;Peter Rot-Strasse;Gebührenfrei;36;anschliessbar;nein;;;;nein;;47.559195417047334, 7.6045842357861275;"{""coordinates"": [7.604584235786128, 47.559195417047334], ""type"": ""Point""}"
768;Velos/Motorräder;Leuengasse;Gebührenfrei;4;anschliessbar;nein;;;;nein;;47.56609298090038, 7.587100311420608;"{""coordinates"": [7.587100311420608, 47.56609298090038], ""type"": ""Point""}"
770;Velos/Motorräder;Amerbachstrasse;Gebührenfrei;3;nicht anschliessbar;nein;;;;nein;;47.569281105681995, 7.594188640051226;"{""coordinates"": [7.594188640051226, 47.569281105681995], ""type"": ""Point""}"
772;Velos/Motorräder;Andlauerstrasse;Gebührenfrei;6;anschliessbar;nein;;;;nein;;47.569096920281694, 7.587889891021983;"{""coordinates"": [7.587889891021983, 47.569096920281694], ""type"": ""Point""}"
774;Velos/Motorräder;Brombacherstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.57048263986289, 7.595554538962987;"{""coordinates"": [7.595554538962987, 47.57048263986289], ""type"": ""Point""}"
776;Velos/Motorräder;Amerbachstrasse;Gebührenfrei;7;teilweise anschliessbar;nein;;;;nein;;47.56933903054141, 7.594810038870502;"{""coordinates"": [7.594810038870502, 47.56933903054141], ""type"": ""Point""}"
778;Velos/Motorräder;Müllheimerstrasse;Gebührenfrei;10;teilweise anschliessbar;nein;;;;nein;;47.56797418080677, 7.592260393479479;"{""coordinates"": [7.592260393479479, 47.56797418080677], ""type"": ""Point""}"
779;Velos/Motorräder;Hammerstrasse;Gebührenfrei;9;teilweise anschliessbar;nein;;;;nein;;47.56741672743142, 7.595044197034367;"{""coordinates"": [7.595044197034367, 47.56741672743142], ""type"": ""Point""}"
782;Velos/Motorräder;Wiesenschanzweg;Gebührenfrei;7;nicht anschliessbar;nein;;;;nein;;47.57239683245421, 7.595030268665138;"{""coordinates"": [7.595030268665138, 47.57239683245421], ""type"": ""Point""}"
783;Velos/Motorräder;Markgräflerstrasse;Gebührenfrei;6;teilweise anschliessbar;nein;;;;nein;;47.570175869667516, 7.5904783336867006;"{""coordinates"": [7.590478333686701, 47.570175869667516], ""type"": ""Point""}"
785;Velos/Motorräder;Klybeckstrasse;Gebührenfrei;5;teilweise anschliessbar;nein;;;;nein;;47.56948725257083, 7.590400135061234;"{""coordinates"": [7.590400135061234, 47.56948725257083], ""type"": ""Point""}"
787;Velos/Motorräder;Klybeckstrasse;Gebührenfrei;6;teilweise anschliessbar;nein;;;;nein;;47.56555543139886, 7.591158655439012;"{""coordinates"": [7.591158655439012, 47.56555543139886], ""type"": ""Point""}"
788;Velos/Motorräder;Ackerstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.57781671401772, 7.591342709334176;"{""coordinates"": [7.591342709334176, 47.57781671401772], ""type"": ""Point""}"
797;Velos/Motorräder;General Guisan-Strasse;Gebührenfrei;10;anschliessbar;nein;;;;nein;;47.54913556417104, 7.563534281476364;"{""coordinates"": [7.563534281476364, 47.54913556417104], ""type"": ""Point""}"
798;Velos/Motorräder;General Guisan-Strasse;Gebührenfrei;6;teilweise anschliessbar;nein;;;;nein;;47.54946335928868, 7.56444700795233;"{""coordinates"": [7.56444700795233, 47.54946335928868], ""type"": ""Point""}"
799;Velos/Motorräder;Leimenstrasse;Gebührenfrei;3;teilweise anschliessbar;nein;;;;nein;;47.55193378000064, 7.580499234738532;"{""coordinates"": [7.580499234738532, 47.55193378000064], ""type"": ""Point""}"
800;Velos/Motorräder;Leimenstrasse;Gebührenfrei;11;anschliessbar;nein;;;;nein;;47.552652749382744, 7.58105227229803;"{""coordinates"": [7.58105227229803, 47.552652749382744], ""type"": ""Point""}"
806;Velos/Motorräder;St.Galler-Ring;Gebührenfrei;12;nicht anschliessbar;nein;;;;nein;;47.553723884999656, 7.568591369240711;"{""coordinates"": [7.568591369240711, 47.553723884999656], ""type"": ""Point""}"
808;Velos/Motorräder;Spalenring;Gebührenfrei;5;teilweise anschliessbar;nein;;;;nein;;47.556048791780775, 7.5754430385177765;"{""coordinates"": [7.575443038517776, 47.556048791780775], ""type"": ""Point""}"
813;Velos/Motorräder;Gotthelfstrasse;Gebührenfrei;7;teilweise anschliessbar;nein;;;;nein;;47.55677199557281, 7.568632604563757;"{""coordinates"": [7.568632604563757, 47.55677199557281], ""type"": ""Point""}"
814;Velos/Motorräder;Sennheimerstrasse;Gebührenfrei;5;anschliessbar;nein;;;;nein;;47.553609526760525, 7.571318353797156;"{""coordinates"": [7.571318353797156, 47.553609526760525], ""type"": ""Point""}"
815;Velos/Motorräder;Eulerstrasse;Gebührenfrei;5;anschliessbar;nein;;;;nein;;47.55709298063131, 7.578041594190746;"{""coordinates"": [7.578041594190746, 47.55709298063131], ""type"": ""Point""}"
821;Velos/Motorräder;Rämelstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.562907032265535, 7.566107297629425;"{""coordinates"": [7.566107297629425, 47.562907032265535], ""type"": ""Point""}"
823;Velos/Motorräder;Spalenring;Gebührenfrei;10;anschliessbar;nein;;;;nein;;47.55738172882352, 7.5750026119752745;"{""coordinates"": [7.575002611975274, 47.55738172882352], ""type"": ""Point""}"
825;Velos/Motorräder;Colmarerstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.558492747188865, 7.569637857920611;"{""coordinates"": [7.569637857920611, 47.558492747188865], ""type"": ""Point""}"
827;Velos/Motorräder;Bartenheimerstrasse;Gebührenfrei;13;teilweise anschliessbar;nein;;;;nein;;47.55972040802176, 7.570133752761647;"{""coordinates"": [7.570133752761647, 47.55972040802176], ""type"": ""Point""}"
828;Velos/Motorräder;Bartenheimerstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.55943692888831, 7.569803558343195;"{""coordinates"": [7.569803558343195, 47.55943692888831], ""type"": ""Point""}"
829;Velos/Motorräder;Sierenzerstrasse;Gebührenfrei;11;teilweise anschliessbar;nein;;;;nein;;47.559842910158, 7.569374659752046;"{""coordinates"": [7.569374659752046, 47.559842910158], ""type"": ""Point""}"
834;Velos/Motorräder;Schlettstadterstrasse;Gebührenfrei;8;nicht anschliessbar;nein;;;;nein;;47.55870143788616, 7.572607362882534;"{""coordinates"": [7.572607362882534, 47.55870143788616], ""type"": ""Point""}"
835;Velos/Motorräder;Türkheimerstrasse;Gebührenfrei;19;teilweise anschliessbar;nein;;;;nein;;47.55750303578685, 7.574540667124997;"{""coordinates"": [7.574540667124997, 47.55750303578685], ""type"": ""Point""}"
841;Velos/Motorräder;Maiengasse;Gebührenfrei;22;anschliessbar;nein;;;;nein;;47.56131454839199, 7.57802333661771;"{""coordinates"": [7.57802333661771, 47.56131454839199], ""type"": ""Point""}"
848;Velos/Motorräder;Hebelstrasse;Gebührenfrei;10;anschliessbar;nein;;;;nein;;47.56414966634307, 7.576636660388384;"{""coordinates"": [7.576636660388384, 47.56414966634307], ""type"": ""Point""}"
853;Velos/Motorräder;Gasstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.56854123726955, 7.574312556331728;"{""coordinates"": [7.574312556331728, 47.56854123726955], ""type"": ""Point""}"
858;Velos/Motorräder;St.Johanns-Vorstadt;Gebührenfrei;6;teilweise anschliessbar;nein;;;;nein;;47.56541777262564, 7.5833059657267645;"{""coordinates"": [7.583305965726765, 47.56541777262564], ""type"": ""Point""}"
861;Velos/Motorräder;Johanniterstrasse;Gebührenfrei;10;anschliessbar;nein;;;;nein;;47.56536875694573, 7.582608362042539;"{""coordinates"": [7.582608362042539, 47.56536875694573], ""type"": ""Point""}"
867;Velos/Motorräder;Lothringerstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.57175237208032, 7.57419502860158;"{""coordinates"": [7.57419502860158, 47.57175237208032], ""type"": ""Point""}"
869;Velos/Motorräder;Lothringerstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.57138081290068, 7.574630519734471;"{""coordinates"": [7.574630519734471, 47.57138081290068], ""type"": ""Point""}"
871;Velos/Motorräder;Wattstrasse;Gebührenfrei;6;teilweise anschliessbar;nein;;;;nein;;47.56958619016896, 7.578107855840669;"{""coordinates"": [7.578107855840669, 47.56958619016896], ""type"": ""Point""}"
872;Velos/Motorräder;Immengasse;Gebührenfrei;5;anschliessbar;nein;;;;nein;;47.566572627986716, 7.580331234029333;"{""coordinates"": [7.580331234029333, 47.566572627986716], ""type"": ""Point""}"
873;Velos/Motorräder;Davidsbodenstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.566694328990664, 7.575604601406131;"{""coordinates"": [7.575604601406131, 47.566694328990664], ""type"": ""Point""}"
876;Velos/Motorräder;Dammerkirchstrasse;Gebührenfrei;6;teilweise anschliessbar;nein;;;;nein;;47.566715782642675, 7.566635003808814;"{""coordinates"": [7.566635003808814, 47.566715782642675], ""type"": ""Point""}"
880;Velos/Motorräder;Missionsstrasse;Gebührenfrei;6;teilweise anschliessbar;nein;;;;nein;;47.560839751782986, 7.575663179508622;"{""coordinates"": [7.575663179508622, 47.560839751782986], ""type"": ""Point""}"
882;Velos/Motorräder;Ahornstrasse;Gebührenfrei;7;anschliessbar;nein;;;;nein;;47.55753731826581, 7.573449303443035;"{""coordinates"": [7.573449303443035, 47.55753731826581], ""type"": ""Point""}"
890;Velos/Motorräder;Güterstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.54321890386942, 7.593526522560754;"{""coordinates"": [7.593526522560754, 47.54321890386942], ""type"": ""Point""}"
891;Velos/Motorräder;Güterstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.54362818047062, 7.592470003304078;"{""coordinates"": [7.592470003304078, 47.54362818047062], ""type"": ""Point""}"
894;Velos/Motorräder;Hochstrasse;Gebührenfrei;9;anschliessbar;nein;;;;nein;;47.5449531955718, 7.593915406582127;"{""coordinates"": [7.593915406582127, 47.5449531955718], ""type"": ""Point""}"
895;Velos/Motorräder;Hochstrasse;Gebührenfrei;8;anschliessbar;nein;;;;nein;;47.54486033569744, 7.593995738271572;"{""coordinates"": [7.593995738271572, 47.54486033569744], ""type"": ""Point""}"
902;Velos/Motorräder;Gempenstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.542785325992924, 7.585487292229035;"{""coordinates"": [7.585487292229035, 47.542785325992924], ""type"": ""Point""}"
904;Velos/Motorräder;St.Alban-Rheinweg;Gebührenfrei;6;anschliessbar;nein;;;;nein;;47.55503598750905, 7.602824365733751;"{""coordinates"": [7.602824365733751, 47.55503598750905], ""type"": ""Point""}"
914;Velos/Motorräder;St.Alban-Vorstadt;Gebührenfrei;15;anschliessbar;nein;;;;nein;;47.554545999283945, 7.596758349744719;"{""coordinates"": [7.596758349744719, 47.554545999283945], ""type"": ""Point""}"
917;Velos/Motorräder;Aeschenplatz;Gebührenfrei;17;anschliessbar;nein;;;;nein;;47.55133913926263, 7.595704345032868;"{""coordinates"": [7.595704345032868, 47.55133913926263], ""type"": ""Point""}"
921;Velos/Motorräder;Gilgenbergerstrasse;Gebührenfrei;6;teilweise anschliessbar;nein;;;;nein;;47.53761709130627, 7.602092309370102;"{""coordinates"": [7.602092309370102, 47.53761709130627], ""type"": ""Point""}"
923;Velos/Motorräder;Lehenmattstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.54830724338414, 7.621190089076445;"{""coordinates"": [7.621190089076445, 47.54830724338414], ""type"": ""Point""}"
924;Velos/Motorräder;Lehenmattstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.54676521230223, 7.621089411052497;"{""coordinates"": [7.621089411052497, 47.54676521230223], ""type"": ""Point""}"
926;Velos/Motorräder;St.Alban-Vorstadt;Gebührenfrei;6;anschliessbar;nein;;;;nein;;47.55372500449193, 7.6010349104550246;"{""coordinates"": [7.601034910455025, 47.55372500449193], ""type"": ""Point""}"
927;Velos/Motorräder;Jungstrasse;Gebührenfrei;4;anschliessbar;nein;;;;nein;;47.56707976364591, 7.5785066822013905;"{""coordinates"": [7.57850668220139, 47.56707976364591], ""type"": ""Point""}"
928;Velos/Motorräder;Helvetiaplatz;Gebührenfrei;8;teilweise anschliessbar;nein;;;;nein;;47.55959403157949, 7.56687434885138;"{""coordinates"": [7.56687434885138, 47.55959403157949], ""type"": ""Point""}"
929;Velos/Motorräder;Claragraben;Gebührenfrei;8;anschliessbar;nein;;;;nein;;47.56419653414532, 7.592814420269294;"{""coordinates"": [7.592814420269294, 47.56419653414532], ""type"": ""Point""}"
931;Velos/Motorräder;Zürcherstrasse;Gebührenfrei;6;anschliessbar;nein;;;;nein;;47.554956267823094, 7.612033312476928;"{""coordinates"": [7.612033312476928, 47.554956267823094], ""type"": ""Point""}"
933;Velos/Motorräder;Mittlere Strasse;Gebührenfrei;8;teilweise anschliessbar;nein;;;;nein;;47.56240239277865, 7.577162290711841;"{""coordinates"": [7.577162290711841, 47.56240239277865], ""type"": ""Point""}"
935;Velos/Motorräder;Blauenstrasse;Gebührenfrei;5;anschliessbar;nein;;;;nein;;47.55447073493591, 7.572918414011257;"{""coordinates"": [7.572918414011257, 47.55447073493591], ""type"": ""Point""}"
936;Velos/Motorräder;Mittlere Strasse;Gebührenfrei;6;anschliessbar;nein;;;;nein;;47.56172872979031, 7.57789301912592;"{""coordinates"": [7.57789301912592, 47.56172872979031], ""type"": ""Point""}"
