geo_point_2d;geo_shape;objid;id;es_id;es_name
47.573375329424614, 7.637780656162651;"{""coordinates"": [[[7.637979880453173, 47.573130109353755], [7.637485000645757, 47.57316733523415], [7.6375206405603, 47.57339416722148], [7.637496030753281, 47.5735804236506], [7.638041766335176, 47.57361160658767], [7.638072528183669, 47.57337931877905], [7.637979880453173, 47.573130109353755]]], ""type"": ""Polygon""}";394;286;1;Hundeverbot
47.55868559567951, 7.612821782598732;"{""coordinates"": [[[7.612670840682333, 47.558775119647834], [7.612921558054381, 47.55873445278494], [7.612971209642223, 47.55864084364281], [7.61277228456235, 47.55859221534924], [7.612670840682333, 47.558775119647834]]], ""type"": ""Polygon""}";396;440;5;nicht eingezäuntes Freilauf-Hundeareal
47.57538802932162, 7.653484408599512;"{""coordinates"": [[[7.652939093183988, 47.57616121144238], [7.652745913757239, 47.57664852118542], [7.652777389369755, 47.576675579236166], [7.652872401899889, 47.57647261473404], [7.652908613406574, 47.57638175680072], [7.652972276533764, 47.57618001908845], [7.653015650341403, 47.576135132645426], [7.653182421664451, 47.57601220537199], [7.65328310490164, 47.575917693909616], [7.653390690369102, 47.57580784437308], [7.653430600343105, 47.57576767685246], [7.653487672948169, 47.5756626331333], [7.653527340288853, 47.57556234320976], [7.653532361832155, 47.57550572765344], [7.653523500517232, 47.57547037183383], [7.653488276859978, 47.575377289220846], [7.653477530921103, 47.57530302117683], [7.653489542511196, 47.57525937060803], [7.653525936605153, 47.57521096232223], [7.65358499103377, 47.5751625031774], [7.653597178494777, 47.57516248066574], [7.653635556095558, 47.57517420049839], [7.653693040670051, 47.5751682034137], [7.653732959481468, 47.57513040110267], [7.653732830971122, 47.5750985636732], [7.653703096869841, 47.575071502648846], [7.653682128980379, 47.57505621614729], [7.653678608784169, 47.57504678826993], [7.653697554854213, 47.57499251230467], [7.653704323996619, 47.57494415870182], [7.653719716524161, 47.574872207699634], [7.653766079497392, 47.57470233907681], [7.653804033089205, 47.57460912123191], [7.653831722238819, 47.57456427244721], [7.653908070827181, 47.57448395246188], [7.653975806531439, 47.57443312968925], [7.654139202589588, 47.574338492361676], [7.65445218416614, 47.57417874193412], [7.654432909699609, 47.57415166168951], [7.653977399874012, 47.574396576369985], [7.653852355663533, 47.57449348989901], [7.653786471267131, 47.57457495968125], [7.653727731754064, 47.57470123178805], [7.653693416074015, 47.57482980607944], [7.653669461979248, 47.57494068860431], [7.653661075458285, 47.575019704688216], [7.653640302605518, 47.57505274991656], [7.653624691125248, 47.575070469349384], [7.653607276711945, 47.5750728578668], [7.653577823247873, 47.57511535350036], [7.653513649258461, 47.575186216386065], [7.653463313370056, 47.57523465939971], [7.653442597372556, 47.575281860553815], [7.653437546267386, 47.57532786361052], [7.653453490599203, 47.575392678687], [7.653492177357401, 47.575481042222734], [7.653494080054013, 47.575521123585744], [7.653489014720011, 47.57556359214695], [7.653464959019389, 47.57564616265196], [7.653395733054285, 47.57576302850906], [7.653357568855378, 47.575804361976196], [7.653215253683308, 47.57594376582778], [7.65312149096731, 47.57602410841047], [7.652939093183988, 47.57616121144238]]], ""type"": ""Polygon""}";404;292;2;Leinenpflicht
47.57475148502743, 7.652897101868482;"{""coordinates"": [[[7.652214286648922, 47.57444697949039], [7.653583451799773, 47.57510710488309], [7.653607210150322, 47.57507283100867], [7.652250733334194, 47.574411540400874], [7.652214286648922, 47.57444697949039]]], ""type"": ""Polygon""}";406;293;2;Leinenpflicht
47.575356623685494, 7.654929961335303;"{""coordinates"": [[[7.65487335024267, 47.57545417405072], [7.654826871143789, 47.57537849755809], [7.654825097779304, 47.575370541436314], [7.654826365597595, 47.57536199507473], [7.654834613366106, 47.57535402033567], [7.65484329719689, 47.57534869792453], [7.65485592103541, 47.57534484315752], [7.654868103756924, 47.57534364234751], [7.65489597430937, 47.57534034383456], [7.654939520489043, 47.57533849114415], [7.655093693156016, 47.575332016813746], [7.655118510462922, 47.57532961430185], [7.655143754372356, 47.57532426106029], [7.65512672463987, 47.575313383395894], [7.655113674359592, 47.575316951187745], [7.655098439593721, 47.5753193358743], [7.6548658702651, 47.575330380803585], [7.654847159326088, 47.57533424688145], [7.65483281369272, 47.575339579811676], [7.65481846669694, 47.575347853679546], [7.654808489821872, 47.57535878156015], [7.654805933893926, 47.575370873828454], [7.654808128943801, 47.5753779387918], [7.654853315129156, 47.57545598303474], [7.65487335024267, 47.57545417405072]]], ""type"": ""Polygon""}";410;295;2;Leinenpflicht
47.574200816196985, 7.651520792446379;"{""coordinates"": [[[7.651809064493813, 47.574315362288566], [7.65184380335341, 47.574288182664596], [7.651538102509984, 47.574140049590646], [7.651500738354647, 47.574165471162424], [7.651488570771231, 47.57417374063464], [7.651462028075056, 47.574169984845916], [7.651283827655124, 47.574119433272315], [7.651240468976734, 47.57417139710949], [7.651471301878869, 47.574229155383], [7.651502072083878, 47.57422986356869], [7.651515986248009, 47.57422630359566], [7.651536811838771, 47.57420620956231], [7.651548984129144, 47.57419911825031], [7.651573371900593, 47.574199073629714], [7.651809064493813, 47.574315362288566]]], ""type"": ""Polygon""}";414;297;2;Leinenpflicht
47.5740483454259, 7.6516942923564635;"{""coordinates"": [[[7.651911551582872, 47.574226775498104], [7.651933287687943, 47.5741884854822], [7.651710351685851, 47.574074898804874], [7.651700310688525, 47.57405991570704], [7.651728117325966, 47.57401748650752], [7.651719799325344, 47.574001313088495], [7.651570373064778, 47.573884281836285], [7.65149732093681, 47.57392212603935], [7.6516302115466, 47.574018619070785], [7.651641988836159, 47.574032420822945], [7.651612081282985, 47.57407461101655], [7.651911551582872, 47.574226775498104]]], ""type"": ""Polygon""}";416;298;2;Leinenpflicht
47.5743577300017, 7.65331436281706;"{""coordinates"": [[[7.653538516516055, 47.573825208840965], [7.653494940239037, 47.57402367223138], [7.652779865870157, 47.57412006262922], [7.652740347407863, 47.57412517181121], [7.652699091308492, 47.574107970820705], [7.652677823944521, 47.57410068007836], [7.65249881234323, 47.574056868139664], [7.65241234536427, 47.574043707348885], [7.652324146427378, 47.57404937347611], [7.652177017053214, 47.574260482710926], [7.652302158607799, 47.57435627868051], [7.652246636228453, 47.57439405518824], [7.652250746624582, 47.5744115403765], [7.653488623787823, 47.5750150227109], [7.65360718353292, 47.57507282206417], [7.653624664544131, 47.57507046939852], [7.653661035586662, 47.57501970476189], [7.653672331383866, 47.57492717477711], [7.653719875595756, 47.57473051178398], [7.653786431432147, 47.57457496874862], [7.653852302574537, 47.574493507984606], [7.653977333494761, 47.574396594480184], [7.654417009050496, 47.57416019920996], [7.654354704169655, 47.574104544823484], [7.654260828874002, 47.57403430716956], [7.654113449315317, 47.57393511888737], [7.653985603199066, 47.57386784886867], [7.653887272085925, 47.57382282848209], [7.653796662764666, 47.573787668812564], [7.653721795946694, 47.57377720364552], [7.653647027006135, 47.573784401867435], [7.653643544964872, 47.57378440830096], [7.653538463355076, 47.573825208939134], [7.653538516516055, 47.573825208840965]]], ""type"": ""Polygon""}";424;313;1;Hundeverbot
47.57318640946579, 7.651759958541255;"{""coordinates"": [[[7.651923600749206, 47.57322924469096], [7.651913546525631, 47.57321425263774], [7.651900699515281, 47.57321208171976], [7.651882649732228, 47.57320169110159], [7.651856289238943, 47.573186890808934], [7.651825392475033, 47.57317432925739], [7.651789300187685, 47.57316532073062], [7.651747299850983, 47.57316115262732], [7.651698165495572, 47.573161008759186], [7.651652745996084, 47.57316924019595], [7.65162469654872, 47.573177421837904], [7.651617313992564, 47.573182444838515], [7.651605010889124, 47.5731800210688], [7.651600789886013, 47.573211272896295], [7.651629280029922, 47.57319696574611], [7.651682767943555, 47.57318239697905], [7.651722965253843, 47.573177700622026], [7.651766277795197, 47.573180984948614], [7.651815654511882, 47.57319187581182], [7.651856349845388, 47.573208682425566], [7.651881587097246, 47.573225085654414], [7.651891823051059, 47.57322903311762], [7.651905982257504, 47.57323032024947], [7.651923600749206, 47.57322924469096]]], ""type"": ""Polygon""}";430;303;2;Leinenpflicht
47.573372303383294, 7.6514041131771044;"{""coordinates"": [[[7.651437913655968, 47.57341638429508], [7.651444396446588, 47.573412343264664], [7.651451240291627, 47.5733522798399], [7.65145987313246, 47.57333751439061], [7.651456339544529, 47.573327933572386], [7.651318308615386, 47.5733715445247], [7.651321834607991, 47.57337922769092], [7.651381686767619, 47.5733941107816], [7.651437913655968, 47.57341638429508]]], ""type"": ""Polygon""}";436;306;1;Hundeverbot
47.57338897523299, 7.650496169644735;"{""coordinates"": [[[7.650205070601525, 47.572970979857246], [7.649795243188962, 47.57308844438294], [7.649832897154766, 47.573136141579106], [7.64989235999046, 47.573193800165996], [7.649916761348914, 47.573197299384994], [7.650331053038189, 47.57310280520986], [7.650399921015543, 47.5733331793607], [7.650486815337306, 47.57332052896816], [7.650587870094888, 47.57365368729908], [7.650582223741242, 47.57365753789017], [7.650150026470811, 47.57371529026403], [7.650197329546231, 47.573870012745736], [7.650310794399548, 47.574246066593346], [7.650331273257921, 47.574248979275175], [7.650349174148481, 47.57425867788768], [7.650354435915638, 47.57426505383757], [7.650360111650285, 47.5742719236872], [7.650391810272506, 47.57435911382891], [7.650405800301028, 47.57436792917271], [7.650458551713577, 47.5743816834582], [7.650510832962659, 47.574387488151395], [7.650549179231906, 47.574388299715295], [7.650590115216255, 47.57438528423075], [7.650670633043085, 47.57436626879302], [7.650680190788125, 47.574360063718395], [7.650683652126451, 47.574351504409904], [7.650658755508598, 47.5743472687723], [7.650617149441473, 47.57433885451826], [7.650570624883713, 47.57432349708168], [7.650524888812188, 47.574299198460125], [7.650477025334264, 47.57426462390169], [7.650439742309193, 47.574223662533036], [7.650411416196669, 47.57417578669053], [7.650403127127133, 47.57413669719521], [7.650400394146944, 47.57410781442479], [7.65040944596263, 47.5740545642812], [7.650425274040606, 47.57399082415101], [7.650452804010636, 47.57392200826331], [7.650465519856107, 47.57390118270423], [7.650497817650616, 47.57384824998303], [7.650538791415367, 47.57379801755039], [7.650629132868027, 47.57369621527519], [7.650689487194906, 47.57363685485498], [7.650782408963049, 47.57356240657315], [7.650888421207183, 47.57348791635263], [7.650886581547095, 47.573473161053236], [7.650876018455147, 47.573467154541895], [7.650841765157166, 47.57345271916841], [7.650796462114617, 47.57343354626453], [7.650753224814062, 47.57341247190778], [7.650725298131712, 47.573394796231234], [7.650688143240798, 47.573369231904444], [7.650648212499766, 47.573337430997455], [7.650617679903952, 47.57330277094995], [7.650584777932896, 47.57324711492825], [7.650572792834104, 47.57321436372551], [7.650570047312691, 47.5731789965169], [7.650579480188775, 47.57314478530349], [7.650598882875523, 47.57310778587206], [7.650614998291473, 47.57308634252666], [7.650659290892091, 47.57305205880948], [7.650713198446664, 47.57302602276113], [7.65087175906859, 47.57298161961433], [7.650955727563677, 47.57296196811278], [7.651096781334919, 47.5729400538582], [7.651234616550089, 47.57292424303833], [7.65135567218563, 47.57291990271037], [7.651412335393075, 47.572925096409755], [7.65145681334756, 47.57293739040621], [7.651462897018401, 47.57293326016685], [7.651401749898374, 47.572896821590604], [7.651317103803351, 47.57285984133979], [7.651216966197527, 47.57287066384952], [7.651196682687549, 47.572839969434156], [7.650989731814314, 47.572850600067056], [7.650842081118642, 47.57285117518347], [7.650712897008335, 47.572850079607505], [7.650576101458579, 47.57284325077669], [7.650442345129476, 47.572832009341134], [7.650425280381087, 47.572922238190735], [7.650205070601525, 47.572970979857246]]], ""type"": ""Polygon""}";438;307;1;Hundeverbot
47.57481001825611, 7.6511017361242155;"{""coordinates"": [[[7.650420910817454, 47.57457843501939], [7.650586034370629, 47.575000001493635], [7.650652054722104, 47.57516848595326], [7.650679265264865, 47.57521972739361], [7.650730178522654, 47.5753157232013], [7.650811676949395, 47.57543583826421], [7.650894851091606, 47.57553944678977], [7.651014778505193, 47.5756807167121], [7.651029650130839, 47.57569719299093], [7.651058510727792, 47.575725434460935], [7.651098692725364, 47.57575307066616], [7.651117034041219, 47.57576306514361], [7.651137086662432, 47.575768919396786], [7.651158008641972, 47.57576947477658], [7.651183239869613, 47.575764122423095], [7.651208434983242, 47.575746385821176], [7.651215346782171, 47.575729869778144], [7.651249596813346, 47.57557652777557], [7.651292597586412, 47.57543791941509], [7.651340025624394, 47.57531638195668], [7.651388389508029, 47.57520959241427], [7.65141431635467, 47.575158838588536], [7.651486114742582, 47.575029602866444], [7.651597805496971, 47.57485903104421], [7.651796990016871, 47.57455623550056], [7.651842885021088, 47.57448717879918], [7.651848063354401, 47.57447597216468], [7.65184884702586, 47.57445592378766], [7.651853656247944, 47.57443550828751], [7.651847608896584, 47.574408889042196], [7.651837007316666, 47.57438004770397], [7.651818373546274, 47.57435666226277], [7.651808331437211, 47.57433809968789], [7.651813546555474, 47.57432280085642], [7.651809051203443, 47.574315362312916], [7.651573358610253, 47.57419907365404], [7.6515489708388, 47.574199118274635], [7.651536798548428, 47.57420620958661], [7.651515972921734, 47.57422629462637], [7.651502058757606, 47.57422985459937], [7.6514712885526, 47.5742291464137], [7.651338756805466, 47.574195986141504], [7.651174167930157, 47.57415263145694], [7.65118281582969, 47.574134925067675], [7.651158399897311, 47.5741279006143], [7.651069739000814, 47.5741811162873], [7.65103664416091, 47.574207375322445], [7.650915181381026, 47.574303766502005], [7.650866486359589, 47.574327436776905], [7.650820190316821, 47.57433944683127], [7.650736454129174, 47.574357919623544], [7.650659358499388, 47.57438191137822], [7.650617340060992, 47.574390118219625], [7.650587796655159, 47.57439379648663], [7.650561412638287, 47.57439653364886], [7.65053330596956, 47.57439721438598], [7.650473847371404, 47.57439463351591], [7.650426342438032, 47.57438675156481], [7.65040149137373, 47.5743806001326], [7.650392342046817, 47.57437587710446], [7.650380520851937, 47.57436768737158], [7.650370898610104, 47.57435766791718], [7.65033832443167, 47.57426752943112], [7.65033261861799, 47.57426312390704], [7.650316085416025, 47.57426315398014], [7.650420910817454, 47.57457843501939]]], ""type"": ""Polygon""}";446;311;1;Hundeverbot
47.57491034030465, 7.654338301238871;"{""coordinates"": [[[7.653708380724429, 47.574925165521094], [7.653697554854213, 47.57499251230467], [7.653678608747877, 47.57504677927629], [7.653682115653531, 47.575056207178235], [7.653703096833542, 47.5750714936552], [7.653732830934822, 47.575098554679556], [7.653732906173981, 47.57513036522641], [7.654688745656209, 47.57559610459598], [7.654799723142913, 47.5754747355103], [7.654853301802015, 47.575455974065804], [7.654805933857444, 47.5753708648348], [7.654808489821872, 47.57535878156015], [7.65481846669694, 47.575347853679546], [7.654832813656233, 47.57533957081805], [7.654865870228607, 47.57533037180996], [7.655098426266572, 47.57531932690541], [7.655126724603334, 47.575313374402256], [7.655006861479809, 47.575223165765266], [7.654910754464671, 47.5751244318024], [7.654862441610575, 47.575068436921065], [7.654786022279088, 47.574931299176285], [7.654742608521709, 47.57479203153677], [7.654706245256465, 47.574651032988086], [7.654660821113103, 47.574504232322084], [7.654625926897165, 47.57441734606323], [7.654596324890614, 47.57437042693994], [7.654534050905996, 47.57425689817379], [7.654473113032007, 47.57418770580608], [7.654452170948653, 47.574178759945994], [7.654139189335591, 47.57433850137992], [7.653983192091244, 47.57442886200523], [7.653920367193622, 47.57447473815981], [7.653831722275136, 47.57456428144083], [7.653804033125517, 47.57460913022553], [7.653759635966702, 47.574725977418794], [7.653708380724429, 47.574925165521094]]], ""type"": ""Polygon""}";448;314;1;Hundeverbot
47.57658140224114, 7.654168409388086;"{""coordinates"": [[[7.654515099192451, 47.57575956339015], [7.654647047886511, 47.57562448514569], [7.654622585272707, 47.57561278479203], [7.653982579502025, 47.575306674471776], [7.653692987362541, 47.57516816753743], [7.653635569386144, 47.575174200473846], [7.65359719178536, 47.57516248064118], [7.653585004324343, 47.57516250315287], [7.653525949895746, 47.57521096229767], [7.653489542511196, 47.57525937060803], [7.653477544211719, 47.57530302115232], [7.653487265105902, 47.575370285004006], [7.653495154986282, 47.57539546176382], [7.653523513807889, 47.57547037180928], [7.653532375122819, 47.57550572762892], [7.653531878765624, 47.57551117872154], [7.653529120396185, 47.57554235594407], [7.653527353579533, 47.57556234318519], [7.653522237600935, 47.57558565528195], [7.653504479179347, 47.57563132205245], [7.653481746864529, 47.57567951623514], [7.653427171964218, 47.57577113675676], [7.653274498396172, 47.575925777121945], [7.653182421664451, 47.57601220537199], [7.653015650341403, 47.576135132645426], [7.652972263242927, 47.57618001911291], [7.65289771841299, 47.576409099680376], [7.652777389369755, 47.576675579236166], [7.652795780493087, 47.57669119440757], [7.653255609864851, 47.57708353325063], [7.653826758953625, 47.57742616320596], [7.654453321205691, 47.57768204242676], [7.654864986363282, 47.57779505735793], [7.655130029329815, 47.57762831636656], [7.655540551913222, 47.577368974530295], [7.655383997157974, 47.57701347604505], [7.654971914361693, 47.57608597741926], [7.654937468577686, 47.576008443904044], [7.654540493987707, 47.57582090720124], [7.654522142496964, 47.57580856593078], [7.654514875080788, 47.57579282246899], [7.654511099386768, 47.575779428876096], [7.654515099192451, 47.57575956339015]]], ""type"": ""Polygon""}";452;316;1;Hundeverbot
47.57335836951488, 7.658277336097572;"{""coordinates"": [[[7.658824192764463, 47.57346499564086], [7.658758778796709, 47.573188482230684], [7.658691004411572, 47.57319948380822], [7.65863567448643, 47.573202007740434], [7.658553548405036, 47.573197333373265], [7.658444664403917, 47.57320116357591], [7.658266170269468, 47.57320271477776], [7.658094827828283, 47.57320787667695], [7.657825536483951, 47.57320976929371], [7.657863851917663, 47.57366197219822], [7.658008928260966, 47.57353915065323], [7.658094866806008, 47.57352712591328], [7.658230761493881, 47.57350173214368], [7.658554625358747, 47.573458274509335], [7.65854923283236, 47.57344619717084], [7.658824192764463, 47.57346499564086]]], ""type"": ""Polygon""}";464;322;1;Hundeverbot
47.573005343857886, 7.657858612493957;"{""coordinates"": [[[7.657767066003779, 47.572956005281995], [7.657821736148221, 47.57363964823879], [7.657814872582865, 47.57370609760899], [7.657863838590457, 47.573661963229604], [7.657802771305438, 47.57295472388533], [7.657778134371268, 47.572612892763985], [7.65778511866804, 47.5725790543013], [7.657815358597632, 47.572551215801155], [7.657856344947339, 47.57253181112563], [7.658122009169426, 47.5724600262266], [7.658161206165551, 47.57244182997355], [7.658180740740855, 47.572418832197], [7.658187772877498, 47.57239344769637], [7.65817697996011, 47.57237051613449], [7.658164389596383, 47.57235000726844], [7.658144715663445, 47.572339171000095], [7.658121476729263, 47.572330760758966], [7.658092896950635, 47.57232599404199], [7.657858983857896, 47.57231073198079], [7.657800127870171, 47.57232170724559], [7.658091152562363, 47.57233807587347], [7.658126892262912, 47.572345248390526], [7.658153737683628, 47.57236452521192], [7.658168108890747, 47.57238503071908], [7.65816462350381, 47.5724067840653], [7.658150434786296, 47.572427352448365], [7.658134417060794, 47.57243946120677], [7.658114799489394, 47.57244554197966], [7.657847359439276, 47.572518535364146], [7.657813489918503, 47.57253309701373], [7.657779678348859, 47.572558522934806], [7.657765476151596, 47.57257909129461], [7.657758389127386, 47.5725911831811], [7.657758478552346, 47.572612929781066], [7.657764160646133, 47.57268902377481], [7.657786708659772, 47.57295596828848], [7.657767066003779, 47.572956005281995]]], ""type"": ""Polygon""}";466;323;2;Leinenpflicht
47.58348174428339, 7.650906712114458;"{""coordinates"": [[[7.6504523360786, 47.58334770812874], [7.650637285545595, 47.58363697635476], [7.650730996688691, 47.58375975799259], [7.650873998084768, 47.583835790570056], [7.650867356760262, 47.583927178280476], [7.650882760396353, 47.58393648561445], [7.650905256507218, 47.58394096840376], [7.651069738570212, 47.583869951172346], [7.651254828546311, 47.583790055293534], [7.651414864296606, 47.58372097033212], [7.651256481559255, 47.58348143474703], [7.651247029440705, 47.58348785550061], [7.651203087408334, 47.583418846437084], [7.651209371152571, 47.583414580958774], [7.651116079838466, 47.583277202209], [7.650994878858236, 47.58309758609218], [7.650928834391062, 47.58300253561155], [7.650505690742585, 47.58322342652089], [7.650445946004802, 47.58325835871828], [7.650437678043848, 47.583261728399556], [7.650420101086324, 47.58329751019345], [7.650452322821717, 47.583347717146516], [7.6504523360786, 47.58334770812874]]], ""type"": ""Polygon""}";472;326;1;Hundeverbot
47.58376951021318, 7.651327647900054;"{""coordinates"": [[[7.651453824849227, 47.5837041529052], [7.650905256471391, 47.583940959410164], [7.650915859274352, 47.583953072523215], [7.651436438126138, 47.583734178556824], [7.651702265188664, 47.58362044406389], [7.65172657536692, 47.58360988596946], [7.651712109855104, 47.583592527700986], [7.651693444379554, 47.583605224945664], [7.651691323266257, 47.58360665882058], [7.651453824849227, 47.5837041529052]]], ""type"": ""Polygon""}";476;328;2;Leinenpflicht
47.585879867655066, 7.641936666628245;"{""coordinates"": [[[7.642771102356742, 47.586119030289055], [7.642251182775729, 47.585398658772945], [7.641562671612486, 47.585520528710404], [7.640946467620558, 47.585627015690584], [7.641626423973531, 47.58624936207407], [7.641762260204823, 47.586327073139095], [7.64269030940963, 47.58625211607545], [7.642771102356742, 47.586119030289055]]], ""type"": ""Polygon""}";478;329;1;Hundeverbot
47.583978373986895, 7.666677180910962;"{""coordinates"": [[[7.667260176595546, 47.58372377501765], [7.667332521632278, 47.583508324449355], [7.667263324161366, 47.583481551375556], [7.667152211215559, 47.5834477735735], [7.667064236660679, 47.583440859299266], [7.666955442780711, 47.583458079847844], [7.666861351939321, 47.583488015484654], [7.666319865020178, 47.5836732216043], [7.666150506589145, 47.583727379955626], [7.665995734781117, 47.58377018653188], [7.666249577150872, 47.584377329321015], [7.666107318073539, 47.58440593754118], [7.666124363522286, 47.58447530832855], [7.666162303035975, 47.58453472724202], [7.666262743022982, 47.584521777794656], [7.666451080457346, 47.584497333187], [7.666727254361561, 47.584447210100016], [7.66706827010549, 47.58438138205219], [7.667260176595546, 47.58372377501765]]], ""type"": ""Polygon""}";480;330;2;Leinenpflicht
47.572808677092944, 7.592557915492373;"{""coordinates"": [[[7.592526825501192, 47.572632030480904], [7.592535711084099, 47.57295746414527], [7.592595721977723, 47.572978007417525], [7.592571036082624, 47.57263479612629], [7.592526825501192, 47.572632030480904]]], ""type"": ""Polygon""}";488;375;1;Hundeverbot
47.55604396653234, 7.6099459040740145;"{""coordinates"": [[[7.60948472661098, 47.55599511544588], [7.610351530731558, 47.55610910442808], [7.610442850088218, 47.55611079547721], [7.610452673429757, 47.5561041166232], [7.610266311448213, 47.556074936912694], [7.610075018039921, 47.55604909184586], [7.609533152545196, 47.555978199120254], [7.609511684101514, 47.555962068867586], [7.60948472661098, 47.55599511544588]]], ""type"": ""Polygon""}";490;376;1;Hundeverbot
47.555622893328376, 7.607904985765548;"{""coordinates"": [[[7.607985246523599, 47.55565654154241], [7.607992543486468, 47.55562820064558], [7.607940774857147, 47.55560496413065], [7.607797969574636, 47.55560183495056], [7.60778322757113, 47.55561185740183], [7.607985246523599, 47.55565654154241]]], ""type"": ""Polygon""}";496;383;2;Leinenpflicht
47.55571105159907, 7.607975632283316;"{""coordinates"": [[[7.607956060023985, 47.55571172460642], [7.607985436918897, 47.555716547509924], [7.607985399907067, 47.55570488268089], [7.607956060023985, 47.55571172460642]]], ""type"": ""Polygon""}";498;385;2;Leinenpflicht
47.550096765827924, 7.5675026231194735;"{""coordinates"": [[[7.567385759264129, 47.55018817964596], [7.567494295308504, 47.55022231701434], [7.567613388694536, 47.54999597459201], [7.567526170246198, 47.54996562713417], [7.567385759264129, 47.55018817964596]]], ""type"": ""Polygon""}";508;398;2;Leinenpflicht
47.56956861576954, 7.602453342186684;"{""coordinates"": [[[7.602301797046341, 47.569139621645704], [7.602076803119627, 47.57003072697979], [7.602983895676121, 47.56953011220489], [7.602444688142011, 47.56922822461596], [7.602301797046341, 47.569139621645704]]], ""type"": ""Polygon""}";518;411;1;Hundeverbot
47.56648541452236, 7.58251766904737;"{""coordinates"": [[[7.582345541947381, 47.56640372570854], [7.582343552314864, 47.56640507721565], [7.582326961153006, 47.56641229262149], [7.582286030200979, 47.56638665703927], [7.582250695855128, 47.56641618191303], [7.58219399808192, 47.566467147079194], [7.582270195240862, 47.5664971911425], [7.582388920877504, 47.56654399196333], [7.582518699766427, 47.56658968179282], [7.582597748366943, 47.56661751866486], [7.582642764986712, 47.56661571830334], [7.582718498641074, 47.566591989307696], [7.582788955521724, 47.56655797799185], [7.582832326889487, 47.56654236526598], [7.582842244247577, 47.566509445050656], [7.582796105143949, 47.56648427476849], [7.582678738080456, 47.56645843700275], [7.582569475306129, 47.566412209388375], [7.58247079361211, 47.56635239712438], [7.582441450179933, 47.56631689920015], [7.582424559540011, 47.56630664022771], [7.582345541947381, 47.56640372570854]]], ""type"": ""Polygon""}";530;427;1;Hundeverbot
47.56201606560548, 7.59935296224263;"{""coordinates"": [[[7.598790038904896, 47.5615855051135], [7.598800690251992, 47.56159268544946], [7.59896100100917, 47.5618802640216], [7.598971803706714, 47.56193780896154], [7.599174030144656, 47.56202387022183], [7.5991534411149, 47.56224694281068], [7.599174787450671, 47.56227569330102], [7.599270521491116, 47.56229714628635], [7.599398362008556, 47.56239050464432], [7.59950474795477, 47.56241913771306], [7.599610960442765, 47.562390211129106], [7.599759866212486, 47.56241878521366], [7.59981282033321, 47.56235395720611], [7.599886642916249, 47.56215959074679], [7.599108931722742, 47.5615850663691], [7.598970593569518, 47.56153489197267], [7.598928096171163, 47.5615421454186], [7.598790038904896, 47.5615855051135]]], ""type"": ""Polygon""}";532;426;5;nicht eingezäuntes Freilauf-Hundeareal
47.56639747836957, 7.582737376505899;"{""coordinates"": [[[7.582486224912696, 47.56631419083341], [7.582586310063355, 47.5663869163076], [7.582723149334947, 47.56643917158997], [7.582840617821716, 47.56646812999973], [7.58287235624401, 47.5664751058331], [7.582922102321047, 47.566467975241736], [7.582951936687006, 47.56646370228927], [7.582985083729962, 47.566441186002585], [7.582944414661034, 47.56641915680282], [7.582699587390271, 47.56635485777116], [7.582491299007425, 47.566293678934535], [7.582481518699346, 47.56630353910257], [7.582486224912696, 47.56631419083341]]], ""type"": ""Polygon""}";536;429;1;Hundeverbot
47.566569788387056, 7.583067882657686;"{""coordinates"": [[[7.583013329363583, 47.56643418091572], [7.583012110203297, 47.566460012334865], [7.582978935762579, 47.56648714243172], [7.582982541193433, 47.566498550975254], [7.583012416117543, 47.56654860890424], [7.583006492655844, 47.56660879308951], [7.582998424493434, 47.56673587507118], [7.583060741293489, 47.566753146754046], [7.583183407101555, 47.56647297589381], [7.583110592174903, 47.566455510427836], [7.583118296778426, 47.56643977089843], [7.583058477712123, 47.56642710092658], [7.583049668159747, 47.56644210433698], [7.583013329363583, 47.56643418091572]]], ""type"": ""Polygon""}";538;431;1;Hundeverbot
47.54930110991325, 7.583035872612209;"{""coordinates"": [[[7.582635751684525, 47.548999691922276], [7.582638481209729, 47.54902666982259], [7.582595952825742, 47.549019527344626], [7.582670430840841, 47.549051812870935], [7.58279023494795, 47.549143401103585], [7.582944612171747, 47.549247537674674], [7.58317086548065, 47.5494037487266], [7.583309317800602, 47.549513300801316], [7.583343983339216, 47.54956002530339], [7.583373306020577, 47.54959596392167], [7.583415713120999, 47.54955813748549], [7.583434345116451, 47.549570705600956], [7.583357140862425, 47.54951324143868], [7.583245349252779, 47.54943783262392], [7.58314950380112, 47.54936420268328], [7.583016395010238, 47.54926543630237], [7.582896609662913, 47.54918104328916], [7.58271827773916, 47.5490607474994], [7.582635751684525, 47.548999691922276]]], ""type"": ""Polygon""}";542;434;2;Leinenpflicht
